# SFHo EOS Table: 2famphi, nucleons_hyperons_deltas
# Equilibrium: beta_eq
# Components: photons
#            n_B              T          sigma          omega            rho            phi           mu_B           mu_C           mu_S           mu_e          mu_nu        P_total        e_total        s_total            Y_C            Y_S            Y_L      converged
  1.269577e+00              0   1.013621e+02   1.257422e+02  -1.099410e-01  -1.972280e+01   1.613264e+03  -5.014689e+01   0.000000e+00   5.014689e+01   0.000000e+00   4.875886e+02   1.559648e+03   0.000000e+00   4.365411e-04   4.945784e-01   0.000000e+00              1
  1.275877e+00              0   1.015285e+02   1.262513e+02  -1.072818e-01  -1.995373e+01   1.617255e+03  -4.953533e+01   0.000000e+00   4.953533e+01   0.000000e+00   4.926689e+02   1.569848e+03   0.000000e+00   4.186844e-04   4.978986e-01   0.000000e+00              1
  1.282177e+00              0   1.016948e+02   1.267589e+02  -1.046931e-01  -2.018617e+01   1.621232e+03  -4.893412e+01   0.000000e+00   4.893412e+01   0.000000e+00   4.977557e+02   1.580072e+03   0.000000e+00   4.016391e-04   5.012235e-01   0.000000e+00              1
  1.288477e+00              0   1.018609e+02   1.272653e+02  -1.021725e-01  -2.041990e+01   1.625198e+03  -4.834160e+01   0.000000e+00   4.834160e+01   0.000000e+00   5.028530e+02   1.590320e+03   0.000000e+00   3.853302e-04   5.045480e-01   0.000000e+00              1
  1.294778e+00              0   1.020267e+02   1.277707e+02  -9.971791e-02  -2.065479e+01   1.629155e+03  -4.775659e+01   0.000000e+00   4.775659e+01   0.000000e+00   5.079636e+02   1.600593e+03   0.000000e+00   3.697002e-04   5.078685e-01   0.000000e+00              1
  1.301078e+00              0   1.021922e+02   1.282751e+02  -9.732725e-02  -2.089074e+01   1.633104e+03  -4.717823e+01   0.000000e+00   4.717823e+01   0.000000e+00   5.130896e+02   1.610890e+03   0.000000e+00   3.547030e-04   5.111826e-01   0.000000e+00              1
  1.307378e+00              0   1.023574e+02   1.287788e+02  -9.499859e-02  -2.112765e+01   1.637048e+03  -4.660586e+01   0.000000e+00   4.660586e+01   0.000000e+00   5.182328e+02   1.621212e+03   0.000000e+00   3.402997e-04   5.144885e-01   0.000000e+00              1
  1.313678e+00              0   1.025221e+02   1.292818e+02  -9.273008e-02  -2.136548e+01   1.640986e+03  -4.603893e+01   0.000000e+00   4.603893e+01   0.000000e+00   5.233944e+02   1.631558e+03   0.000000e+00   3.264569e-04   5.177847e-01   0.000000e+00              1
  1.319978e+00              0   1.026864e+02   1.297841e+02  -9.051995e-02  -2.160417e+01   1.644921e+03  -4.547700e+01   0.000000e+00   4.547700e+01   0.000000e+00   5.285756e+02   1.641928e+03   0.000000e+00   3.131453e-04   5.210703e-01   0.000000e+00              1
  1.326279e+00              0   1.028503e+02   1.302859e+02  -8.836650e-02  -2.184368e+01   1.648852e+03  -4.491971e+01   0.000000e+00   4.491971e+01   0.000000e+00   5.337773e+02   1.652323e+03   0.000000e+00   3.003387e-04   5.243442e-01   0.000000e+00              1
  1.332579e+00              0   1.030136e+02   1.307872e+02  -8.626808e-02  -2.208397e+01   1.652781e+03  -4.436674e+01   0.000000e+00   4.436674e+01   0.000000e+00   5.390005e+02   1.662742e+03   0.000000e+00   2.880134e-04   5.276060e-01   0.000000e+00              1
  1.338879e+00              0   1.031764e+02   1.312881e+02  -8.422312e-02  -2.232501e+01   1.656708e+03  -4.381782e+01   0.000000e+00   4.381782e+01   0.000000e+00   5.442457e+02   1.673185e+03   0.000000e+00   2.761480e-04   5.308549e-01   0.000000e+00              1
  1.345179e+00              0   1.033387e+02   1.317885e+02  -8.223010e-02  -2.256678e+01   1.660633e+03  -4.327271e+01   0.000000e+00   4.327271e+01   0.000000e+00   5.495137e+02   1.683653e+03   0.000000e+00   2.647226e-04   5.340906e-01   0.000000e+00              1
  1.351480e+00              0   1.035005e+02   1.322886e+02  -8.028755e-02  -2.280926e+01   1.664558e+03  -4.273122e+01   0.000000e+00   4.273122e+01   0.000000e+00   5.548050e+02   1.694145e+03   0.000000e+00   2.537188e-04   5.373128e-01   0.000000e+00              1
  1.357780e+00              0   1.036617e+02   1.327883e+02  -7.839403e-02  -2.305242e+01   1.668481e+03  -4.219314e+01   0.000000e+00   4.219314e+01   0.000000e+00   5.601201e+02   1.704661e+03   0.000000e+00   2.431198e-04   5.405212e-01   0.000000e+00              1
  1.364080e+00              0   1.038223e+02   1.332876e+02  -7.654818e-02  -2.329625e+01   1.672405e+03  -4.165832e+01   0.000000e+00   4.165832e+01   0.000000e+00   5.654594e+02   1.715201e+03   0.000000e+00   2.329094e-04   5.437155e-01   0.000000e+00              1
  1.370380e+00              0   1.039824e+02   1.337867e+02  -7.474867e-02  -2.354073e+01   1.676328e+03  -4.112662e+01   0.000000e+00   4.112662e+01   0.000000e+00   5.708235e+02   1.725766e+03   0.000000e+00   2.230729e-04   5.468955e-01   0.000000e+00              1
  1.376681e+00              0   1.041418e+02   1.342855e+02  -7.299421e-02  -2.378585e+01   1.680252e+03  -4.059788e+01   0.000000e+00   4.059788e+01   0.000000e+00   5.762127e+02   1.736355e+03   0.000000e+00   2.135961e-04   5.500613e-01   0.000000e+00              1
  1.382981e+00              0   1.043007e+02   1.347840e+02  -7.128355e-02  -2.403160e+01   1.684176e+03  -4.007200e+01   0.000000e+00   4.007200e+01   0.000000e+00   5.816274e+02   1.746969e+03   0.000000e+00   2.044658e-04   5.532126e-01   0.000000e+00              1
  1.389281e+00              0   1.044589e+02   1.352823e+02  -6.961549e-02  -2.427796e+01   1.688101e+03  -3.954886e+01   0.000000e+00   3.954886e+01   0.000000e+00   5.870679e+02   1.757607e+03   0.000000e+00   1.956693e-04   5.563493e-01   0.000000e+00              1
  1.395581e+00              0   1.046166e+02   1.357804e+02  -6.798885e-02  -2.452492e+01   1.692027e+03  -3.902837e+01   0.000000e+00   3.902837e+01   0.000000e+00   5.925345e+02   1.768269e+03   0.000000e+00   1.871948e-04   5.594716e-01   0.000000e+00              1
  1.401882e+00              0   1.047736e+02   1.362783e+02  -6.640251e-02  -2.477248e+01   1.695954e+03  -3.851041e+01   0.000000e+00   3.851041e+01   0.000000e+00   5.980275e+02   1.778955e+03   0.000000e+00   1.790309e-04   5.625792e-01   0.000000e+00              1
  1.408182e+00              0   1.049300e+02   1.367760e+02  -6.485536e-02  -2.502062e+01   1.699882e+03  -3.799491e+01   0.000000e+00   3.799491e+01   0.000000e+00   6.035471e+02   1.789666e+03   0.000000e+00   1.711667e-04   5.656723e-01   0.000000e+00              1
  1.414482e+00              0   1.050857e+02   1.372735e+02  -6.334635e-02  -2.526934e+01   1.703812e+03  -3.748179e+01   0.000000e+00   3.748179e+01   0.000000e+00   6.090937e+02   1.800402e+03   0.000000e+00   1.635920e-04   5.687509e-01   0.000000e+00              1
  1.420782e+00              0   1.052409e+02   1.377709e+02  -6.187443e-02  -2.551863e+01   1.707744e+03  -3.697097e+01   0.000000e+00   3.697097e+01   0.000000e+00   6.146676e+02   1.811162e+03   0.000000e+00   1.562968e-04   5.718149e-01   0.000000e+00              1
  1.427082e+00              0   1.053954e+02   1.382681e+02  -6.043861e-02  -2.576849e+01   1.711678e+03  -3.646238e+01   0.000000e+00   3.646238e+01   0.000000e+00   6.202688e+02   1.821946e+03   0.000000e+00   1.492717e-04   5.748644e-01   0.000000e+00              1
  1.433383e+00              0   1.055492e+02   1.387652e+02  -5.903791e-02  -2.601890e+01   1.715613e+03  -3.595595e+01   0.000000e+00   3.595595e+01   0.000000e+00   6.258976e+02   1.832755e+03   0.000000e+00   1.425077e-04   5.778995e-01   0.000000e+00              1
  1.439683e+00              0   1.057024e+02   1.392621e+02  -5.767141e-02  -2.626986e+01   1.719551e+03  -3.545163e+01   0.000000e+00   3.545163e+01   0.000000e+00   6.315544e+02   1.843588e+03   0.000000e+00   1.359959e-04   5.809201e-01   0.000000e+00              1
  1.445983e+00              0   1.058550e+02   1.397590e+02  -5.633817e-02  -2.652136e+01   1.723491e+03  -3.494935e+01   0.000000e+00   3.494935e+01   0.000000e+00   6.372392e+02   1.854446e+03   0.000000e+00   1.297282e-04   5.839265e-01   0.000000e+00              1
  1.452283e+00              0   1.060069e+02   1.402558e+02  -5.503732e-02  -2.677341e+01   1.727434e+03  -3.444906e+01   0.000000e+00   3.444906e+01   0.000000e+00   6.429522e+02   1.865328e+03   0.000000e+00   1.236964e-04   5.869186e-01   0.000000e+00              1
  1.458584e+00              0   1.061582e+02   1.407524e+02  -5.376799e-02  -2.702599e+01   1.731378e+03  -3.395071e+01   0.000000e+00   3.395071e+01   0.000000e+00   6.486937e+02   1.876235e+03   0.000000e+00   1.178928e-04   5.898965e-01   0.000000e+00              1
  1.464884e+00              0   1.063089e+02   1.412491e+02  -5.252935e-02  -2.727910e+01   1.735326e+03  -3.345425e+01   0.000000e+00   3.345425e+01   0.000000e+00   6.544637e+02   1.887166e+03   0.000000e+00   1.123100e-04   5.928603e-01   0.000000e+00              1
  1.471184e+00              0   1.064589e+02   1.417456e+02  -5.132059e-02  -2.753273e+01   1.739276e+03  -3.295963e+01   0.000000e+00   3.295963e+01   0.000000e+00   6.602626e+02   1.898122e+03   0.000000e+00   1.069407e-04   5.958101e-01   0.000000e+00              1
  1.477484e+00              0   1.066082e+02   1.422421e+02  -5.014093e-02  -2.778689e+01   1.743229e+03  -3.246682e+01   0.000000e+00   3.246682e+01   0.000000e+00   6.660904e+02   1.909103e+03   0.000000e+00   1.017781e-04   5.987460e-01   0.000000e+00              1
  1.483785e+00              0   1.067569e+02   1.427385e+02  -4.898959e-02  -2.804156e+01   1.747185e+03  -3.197576e+01   0.000000e+00   3.197576e+01   0.000000e+00   6.719474e+02   1.920108e+03   0.000000e+00   9.681551e-05   6.016680e-01   0.000000e+00              1
  1.490085e+00              0   1.069099e+02   1.432362e+02  -4.786555e-02  -2.829587e+01   1.751122e+03  -3.149661e+01   0.000000e+00   3.149661e+01   0.000000e+00   6.778020e+02   1.931138e+03   0.000000e+00   9.213579e-05   6.045575e-01   0.000000e+00              1
  1.496385e+00              0   1.070725e+02   1.437365e+02  -4.676785e-02  -2.854889e+01   1.755019e+03  -3.104001e+01   0.000000e+00   3.104001e+01   0.000000e+00   6.836214e+02   1.942193e+03   0.000000e+00   8.781431e-05   6.073952e-01   0.000000e+00              1
  1.502685e+00              0   1.072397e+02   1.442382e+02  -4.569615e-02  -2.880147e+01   1.758897e+03  -3.059603e+01   0.000000e+00   3.059603e+01   0.000000e+00   6.894361e+02   1.953271e+03   0.000000e+00   8.374617e-05   6.102000e-01   0.000000e+00              1
  1.508985e+00              0   1.074102e+02   1.447409e+02  -4.464989e-02  -2.905387e+01   1.762761e+03  -3.016173e+01   0.000000e+00   3.016173e+01   0.000000e+00   6.952554e+02   1.964374e+03   0.000000e+00   7.989442e-05   6.129774e-01   0.000000e+00              1
  1.515286e+00              0   1.075833e+02   1.452444e+02  -4.362847e-02  -2.930622e+01   1.766616e+03  -2.973555e+01   0.000000e+00   2.973555e+01   0.000000e+00   7.010842e+02   1.975501e+03   0.000000e+00   7.623609e-05   6.157307e-01   0.000000e+00              1
  1.521586e+00              0   1.077583e+02   1.457486e+02  -4.263130e-02  -2.955861e+01   1.770463e+03  -2.931643e+01   0.000000e+00   2.931643e+01   0.000000e+00   7.069256e+02   1.986652e+03   0.000000e+00   7.275427e-05   6.184620e-01   0.000000e+00              1
  1.527886e+00              0   1.079350e+02   1.462534e+02  -4.165777e-02  -2.981110e+01   1.774304e+03  -2.890361e+01   0.000000e+00   2.890361e+01   0.000000e+00   7.127822e+02   1.997827e+03   0.000000e+00   6.943542e-05   6.211729e-01   0.000000e+00              1
  1.534186e+00              0   1.081131e+02   1.467588e+02  -4.070731e-02  -3.006374e+01   1.778140e+03  -2.849648e+01   0.000000e+00   2.849648e+01   0.000000e+00   7.186559e+02   2.009026e+03   0.000000e+00   6.626827e-05   6.238646e-01   0.000000e+00              1
  1.540487e+00              0   1.082924e+02   1.472647e+02  -3.977935e-02  -3.031657e+01   1.781973e+03  -2.809457e+01   0.000000e+00   2.809457e+01   0.000000e+00   7.245481e+02   2.020248e+03   0.000000e+00   6.324311e-05   6.265383e-01   0.000000e+00              1
  1.546787e+00              0   1.084725e+02   1.477710e+02  -3.887331e-02  -3.056962e+01   1.785803e+03  -2.769747e+01   0.000000e+00   2.769747e+01   0.000000e+00   7.304603e+02   2.031495e+03   0.000000e+00   6.035143e-05   6.291947e-01   0.000000e+00              1
  1.553087e+00              0   1.086535e+02   1.482778e+02  -3.798865e-02  -3.082292e+01   1.789631e+03  -2.730483e+01   0.000000e+00   2.730483e+01   0.000000e+00   7.363934e+02   2.042766e+03   0.000000e+00   5.758565e-05   6.318347e-01   0.000000e+00              1
  1.559387e+00              0   1.088352e+02   1.487850e+02  -3.712484e-02  -3.107649e+01   1.793458e+03  -2.691637e+01   0.000000e+00   2.691637e+01   0.000000e+00   7.423486e+02   2.054060e+03   0.000000e+00   5.493894e-05   6.344590e-01   0.000000e+00              1
  1.565688e+00              0   1.090174e+02   1.492925e+02  -3.628135e-02  -3.133036e+01   1.797284e+03  -2.653182e+01   0.000000e+00   2.653182e+01   0.000000e+00   7.483266e+02   2.065379e+03   0.000000e+00   5.240513e-05   6.370680e-01   0.000000e+00              1
  1.571988e+00              0   1.092000e+02   1.498004e+02  -3.545767e-02  -3.158454e+01   1.801109e+03  -2.615094e+01   0.000000e+00   2.615094e+01   0.000000e+00   7.543283e+02   2.076721e+03   0.000000e+00   4.997854e-05   6.396625e-01   0.000000e+00              1
  1.578288e+00              0   1.093830e+02   1.503086e+02  -3.465330e-02  -3.183905e+01   1.804935e+03  -2.577353e+01   0.000000e+00   2.577353e+01   0.000000e+00   7.603544e+02   2.088088e+03   0.000000e+00   4.765397e-05   6.422429e-01   0.000000e+00              1
  1.584588e+00              0   1.095663e+02   1.508171e+02  -3.386776e-02  -3.209389e+01   1.808761e+03  -2.539941e+01   0.000000e+00   2.539941e+01   0.000000e+00   7.664055e+02   2.099478e+03   0.000000e+00   4.542660e-05   6.448096e-01   0.000000e+00              1
  1.590889e+00              0   1.097498e+02   1.513259e+02  -3.310058e-02  -3.234910e+01   1.812589e+03  -2.502839e+01   0.000000e+00   2.502839e+01   0.000000e+00   7.724821e+02   2.110892e+03   0.000000e+00   4.329195e-05   6.473631e-01   0.000000e+00              1
  1.597189e+00              0   1.099334e+02   1.518350e+02  -3.235129e-02  -3.260467e+01   1.816417e+03  -2.466034e+01   0.000000e+00   2.466034e+01   0.000000e+00   7.785850e+02   2.122331e+03   0.000000e+00   4.124587e-05   6.499038e-01   0.000000e+00              1
  1.603489e+00              0   1.101170e+02   1.523443e+02  -3.161945e-02  -3.286061e+01   1.820247e+03  -2.429509e+01   0.000000e+00   2.429509e+01   0.000000e+00   7.847145e+02   2.133793e+03   0.000000e+00   3.928447e-05   6.524320e-01   0.000000e+00              1
  1.609789e+00              0   1.103007e+02   1.528539e+02  -3.090463e-02  -3.311695e+01   1.824079e+03  -2.393253e+01   0.000000e+00   2.393253e+01   0.000000e+00   7.908711e+02   2.145279e+03   0.000000e+00   3.740409e-05   6.549480e-01   0.000000e+00              1
  1.616089e+00              0   1.104843e+02   1.533638e+02  -3.020639e-02  -3.337367e+01   1.827913e+03  -2.357252e+01   0.000000e+00   2.357252e+01   0.000000e+00   7.970554e+02   2.156789e+03   0.000000e+00   3.560132e-05   6.574522e-01   0.000000e+00              1
  1.622390e+00              0   1.106679e+02   1.538740e+02  -2.952432e-02  -3.363081e+01   1.831750e+03  -2.321496e+01   0.000000e+00   2.321496e+01   0.000000e+00   8.032676e+02   2.168323e+03   0.000000e+00   3.387291e-05   6.599448e-01   0.000000e+00              1
  1.628690e+00              0   1.108521e+02   1.543845e+02  -2.885802e-02  -3.388827e+01   1.835585e+03  -2.286286e+01   0.000000e+00   2.286286e+01   0.000000e+00   8.095021e+02   2.179881e+03   0.000000e+00   3.222904e-05   6.624247e-01   0.000000e+00              1
  1.634990e+00              0   1.110497e+02   1.548971e+02  -2.820702e-02  -3.414488e+01   1.839361e+03  -2.256431e+01   0.000000e+00   2.256431e+01   0.000000e+00   8.156641e+02   2.191463e+03   0.000000e+00   3.086289e-05   6.648689e-01   0.000000e+00              1
  1.641290e+00              0   1.112545e+02   1.554111e+02  -2.757101e-02  -3.440124e+01   1.843106e+03  -2.229675e+01   0.000000e+00   2.229675e+01   0.000000e+00   8.217986e+02   2.203069e+03   0.000000e+00   2.966311e-05   6.672893e-01   0.000000e+00              1
  1.647591e+00              0   1.114636e+02   1.559258e+02  -2.694965e-02  -3.465762e+01   1.846834e+03  -2.204889e+01   0.000000e+00   2.204889e+01   0.000000e+00   8.279281e+02   2.214698e+03   0.000000e+00   2.857464e-05   6.696919e-01   0.000000e+00              1
  1.653891e+00              0   1.116756e+02   1.564413e+02  -2.634258e-02  -3.491418e+01   1.850549e+03  -2.181603e+01   0.000000e+00   2.181603e+01   0.000000e+00   8.340621e+02   2.226350e+03   0.000000e+00   2.757291e-05   6.720793e-01   0.000000e+00              1
  1.660191e+00              0   1.118900e+02   1.569572e+02  -2.574946e-02  -3.517097e+01   1.854257e+03  -2.159539e+01   0.000000e+00   2.159539e+01   0.000000e+00   8.402063e+02   2.238026e+03   0.000000e+00   2.664279e-05   6.744532e-01   0.000000e+00              1
  1.666491e+00              0   1.121060e+02   1.574737e+02  -2.516995e-02  -3.542806e+01   1.857960e+03  -2.138506e+01   0.000000e+00   2.138506e+01   0.000000e+00   8.463646e+02   2.249725e+03   0.000000e+00   2.577364e-05   6.768149e-01   0.000000e+00              1
  1.672792e+00              0   1.123235e+02   1.579905e+02  -2.460372e-02  -3.568549e+01   1.861658e+03  -2.118364e+01   0.000000e+00   2.118364e+01   0.000000e+00   8.525399e+02   2.261447e+03   0.000000e+00   2.495745e-05   6.791651e-01   0.000000e+00              1
  1.679092e+00              0   1.125419e+02   1.585077e+02  -2.405044e-02  -3.594328e+01   1.865355e+03  -2.099004e+01   0.000000e+00   2.099004e+01   0.000000e+00   8.587346e+02   2.273192e+03   0.000000e+00   2.418794e-05   6.815046e-01   0.000000e+00              1
  1.685392e+00              0   1.127613e+02   1.590252e+02  -2.350979e-02  -3.620147e+01   1.869050e+03  -2.080340e+01   0.000000e+00   2.080340e+01   0.000000e+00   8.649505e+02   2.284960e+03   0.000000e+00   2.346003e-05   6.838341e-01   0.000000e+00              1
  1.691692e+00              0   1.129812e+02   1.595431e+02  -2.298147e-02  -3.646007e+01   1.872744e+03  -2.062300e+01   0.000000e+00   2.062300e+01   0.000000e+00   8.711891e+02   2.296752e+03   0.000000e+00   2.276951e-05   6.861541e-01   0.000000e+00              1
  1.697993e+00              0   1.132016e+02   1.600612e+02  -2.246517e-02  -3.671910e+01   1.876439e+03  -2.044823e+01   0.000000e+00   2.044823e+01   0.000000e+00   8.774518e+02   2.308566e+03   0.000000e+00   2.211282e-05   6.884649e-01   0.000000e+00              1
  1.704293e+00              0   1.134224e+02   1.605796e+02  -2.196060e-02  -3.697858e+01   1.880136e+03  -2.027859e+01   0.000000e+00   2.027859e+01   0.000000e+00   8.837397e+02   2.320404e+03   0.000000e+00   2.148694e-05   6.907670e-01   0.000000e+00              1
  1.710593e+00              0   1.136433e+02   1.610982e+02  -2.146747e-02  -3.723852e+01   1.883834e+03  -2.011362e+01   0.000000e+00   2.011362e+01   0.000000e+00   8.900538e+02   2.332265e+03   0.000000e+00   2.088925e-05   6.930607e-01   0.000000e+00              1
  1.716893e+00              0   1.138644e+02   1.616170e+02  -2.098551e-02  -3.749894e+01   1.887534e+03  -1.995293e+01   0.000000e+00   1.995293e+01   0.000000e+00   8.963950e+02   2.344149e+03   0.000000e+00   2.031745e-05   6.953464e-01   0.000000e+00              1
  1.723193e+00              0   1.140855e+02   1.621361e+02  -2.051444e-02  -3.775984e+01   1.891237e+03  -1.979620e+01   0.000000e+00   1.979620e+01   0.000000e+00   9.027641e+02   2.356057e+03   0.000000e+00   1.976954e-05   6.976243e-01   0.000000e+00              1
  1.729494e+00              0   1.143066e+02   1.626554e+02  -2.005399e-02  -3.802123e+01   1.894943e+03  -1.964310e+01   0.000000e+00   1.964310e+01   0.000000e+00   9.091619e+02   2.367987e+03   0.000000e+00   1.924374e-05   6.998947e-01   0.000000e+00              1
  1.735794e+00              0   1.145275e+02   1.631749e+02  -1.960391e-02  -3.828312e+01   1.898652e+03  -1.949337e+01   0.000000e+00   1.949337e+01   0.000000e+00   9.155890e+02   2.379941e+03   0.000000e+00   1.873847e-05   7.021578e-01   0.000000e+00              1
  1.742094e+00              0   1.147482e+02   1.636946e+02  -1.916395e-02  -3.854553e+01   1.902365e+03  -1.934675e+01   0.000000e+00   1.934675e+01   0.000000e+00   9.220459e+02   2.391919e+03   0.000000e+00   1.825230e-05   7.044139e-01   0.000000e+00              1
  1.748394e+00              0   1.149687e+02   1.642144e+02  -1.873386e-02  -3.880844e+01   1.906082e+03  -1.920304e+01   0.000000e+00   1.920304e+01   0.000000e+00   9.285332e+02   2.403919e+03   0.000000e+00   1.778396e-05   7.066630e-01   0.000000e+00              1
  1.754695e+00              0   1.151889e+02   1.647345e+02  -1.831341e-02  -3.907188e+01   1.909804e+03  -1.906202e+01   0.000000e+00   1.906202e+01   0.000000e+00   9.350515e+02   2.415943e+03   0.000000e+00   1.733230e-05   7.089055e-01   0.000000e+00              1
  1.760995e+00              0   1.154087e+02   1.652547e+02  -1.790236e-02  -3.933585e+01   1.913530e+03  -1.892351e+01   0.000000e+00   1.892351e+01   0.000000e+00   9.416012e+02   2.427990e+03   0.000000e+00   1.689628e-05   7.111414e-01   0.000000e+00              1
  1.767295e+00              0   1.156281e+02   1.657752e+02  -1.750048e-02  -3.960035e+01   1.917261e+03  -1.878733e+01   0.000000e+00   1.878733e+01   0.000000e+00   9.481828e+02   2.440061e+03   0.000000e+00   1.647494e-05   7.133710e-01   0.000000e+00              1
  1.773595e+00              0   1.158472e+02   1.662958e+02  -1.710756e-02  -3.986538e+01   1.920996e+03  -1.865335e+01   0.000000e+00   1.865335e+01   0.000000e+00   9.547966e+02   2.452155e+03   0.000000e+00   1.606743e-05   7.155943e-01   0.000000e+00              1
  1.779896e+00              0   1.160658e+02   1.668165e+02  -1.672338e-02  -4.013095e+01   1.924737e+03  -1.852140e+01   0.000000e+00   1.852140e+01   0.000000e+00   9.614430e+02   2.464273e+03   0.000000e+00   1.567294e-05   7.178116e-01   0.000000e+00              1
  1.786196e+00              0   1.162839e+02   1.673375e+02  -1.634773e-02  -4.039707e+01   1.928483e+03  -1.839136e+01   0.000000e+00   1.839136e+01   0.000000e+00   9.681224e+02   2.476414e+03   0.000000e+00   1.529077e-05   7.200229e-01   0.000000e+00              1
  1.792496e+00              0   1.165015e+02   1.678586e+02  -1.598041e-02  -4.066373e+01   1.932235e+03  -1.826311e+01   0.000000e+00   1.826311e+01   0.000000e+00   9.748352e+02   2.488579e+03   0.000000e+00   1.492023e-05   7.222284e-01   0.000000e+00              1
  1.798796e+00              0   1.167186e+02   1.683799e+02  -1.562122e-02  -4.093094e+01   1.935992e+03  -1.813653e+01   0.000000e+00   1.813653e+01   0.000000e+00   9.815816e+02   2.500767e+03   0.000000e+00   1.456071e-05   7.244281e-01   0.000000e+00              1
  1.805096e+00              0   1.169351e+02   1.689013e+02  -1.526997e-02  -4.119871e+01   1.939755e+03  -1.801150e+01   0.000000e+00   1.801150e+01   0.000000e+00   9.883620e+02   2.512979e+03   0.000000e+00   1.421165e-05   7.266223e-01   0.000000e+00              1
  1.811397e+00              0   1.171511e+02   1.694230e+02  -1.492647e-02  -4.146703e+01   1.943523e+03  -1.788795e+01   0.000000e+00   1.788795e+01   0.000000e+00   9.951766e+02   2.525214e+03   0.000000e+00   1.387253e-05   7.288109e-01   0.000000e+00              1
  1.817697e+00              0   1.173665e+02   1.699448e+02  -1.459053e-02  -4.173590e+01   1.947298e+03  -1.776576e+01   0.000000e+00   1.776576e+01   0.000000e+00   1.002026e+03   2.537474e+03   0.000000e+00   1.354286e-05   7.309941e-01   0.000000e+00              1
  1.823997e+00              0   1.175812e+02   1.704668e+02  -1.426198e-02  -4.200534e+01   1.951078e+03  -1.764486e+01   0.000000e+00   1.764486e+01   0.000000e+00   1.008910e+03   2.549757e+03   0.000000e+00   1.322218e-05   7.331720e-01   0.000000e+00              1
  1.830297e+00              0   1.177954e+02   1.709889e+02  -1.394065e-02  -4.227533e+01   1.954865e+03  -1.752515e+01   0.000000e+00   1.752515e+01   0.000000e+00   1.015829e+03   2.562063e+03   0.000000e+00   1.291009e-05   7.353446e-01   0.000000e+00              1
  1.836598e+00              0   1.180090e+02   1.715113e+02  -1.362636e-02  -4.254589e+01   1.958658e+03  -1.740658e+01   0.000000e+00   1.740658e+01   0.000000e+00   1.022783e+03   2.574394e+03   0.000000e+00   1.260619e-05   7.375121e-01   0.000000e+00              1
  1.842898e+00              0   1.182219e+02   1.720338e+02  -1.331895e-02  -4.281701e+01   1.962457e+03  -1.728905e+01   0.000000e+00   1.728905e+01   0.000000e+00   1.029772e+03   2.586748e+03   0.000000e+00   1.231012e-05   7.396745e-01   0.000000e+00              1
  1.849198e+00              0   1.184342e+02   1.725565e+02  -1.301826e-02  -4.308870e+01   1.966263e+03  -1.717251e+01   0.000000e+00   1.717251e+01   0.000000e+00   1.036798e+03   2.599127e+03   0.000000e+00   1.202154e-05   7.418318e-01   0.000000e+00              1
  1.855498e+00              0   1.186459e+02   1.730794e+02  -1.272413e-02  -4.336095e+01   1.970075e+03  -1.705689e+01   0.000000e+00   1.705689e+01   0.000000e+00   1.043859e+03   2.611529e+03   0.000000e+00   1.174014e-05   7.439843e-01   0.000000e+00              1
  1.861799e+00              0   1.188569e+02   1.736025e+02  -1.243642e-02  -4.363377e+01   1.973893e+03  -1.694213e+01   0.000000e+00   1.694213e+01   0.000000e+00   1.050956e+03   2.623955e+03   0.000000e+00   1.146562e-05   7.461319e-01   0.000000e+00              1
  1.868099e+00              0   1.190672e+02   1.741258e+02  -1.215496e-02  -4.390716e+01   1.977719e+03  -1.682817e+01   0.000000e+00   1.682817e+01   0.000000e+00   1.058090e+03   2.636405e+03   0.000000e+00   1.119771e-05   7.482746e-01   0.000000e+00              1
  1.874399e+00              0   1.192769e+02   1.746493e+02  -1.187962e-02  -4.418111e+01   1.981550e+03  -1.671496e+01   0.000000e+00   1.671496e+01   0.000000e+00   1.065260e+03   2.648880e+03   0.000000e+00   1.093614e-05   7.504126e-01   0.000000e+00              1
  1.880699e+00              0   1.194860e+02   1.751730e+02  -1.161025e-02  -4.445564e+01   1.985389e+03  -1.660244e+01   0.000000e+00   1.660244e+01   0.000000e+00   1.072466e+03   2.661378e+03   0.000000e+00   1.068068e-05   7.525460e-01   0.000000e+00              1
  1.887000e+00              0   1.196944e+02   1.756969e+02  -1.134672e-02  -4.473073e+01   1.989234e+03  -1.649058e+01   0.000000e+00   1.649058e+01   0.000000e+00   1.079710e+03   2.673901e+03   0.000000e+00   1.043109e-05   7.546746e-01   0.000000e+00              1
  1.893300e+00              0   1.199021e+02   1.762210e+02  -1.108889e-02  -4.500640e+01   1.993085e+03  -1.637932e+01   0.000000e+00   1.637932e+01   0.000000e+00   1.086990e+03   2.686447e+03   0.000000e+00   1.018717e-05   7.567988e-01   0.000000e+00              1
  1.899600e+00              0   1.201092e+02   1.767453e+02  -1.083663e-02  -4.528263e+01   1.996944e+03  -1.626862e+01   0.000000e+00   1.626862e+01   0.000000e+00   1.094308e+03   2.699018e+03   0.000000e+00   9.948701e-06   7.589183e-01   0.000000e+00              1
