M_max_Msun,R_max_km,sigma_crit_star
2.1466718249318895,12.087639397229006,100.09438165295705
2.095998889651869,11.69006011753192,100.20771049615476
2.010504009688057,11.05329889577176,100.23359890450322
2.172420919066586,12.202416680565594,100.26354497788971
2.0320261650080034,11.311181289540903,100.27468906187278
2.499361258169164,13.82735710358674,100.50688930397342
2.1025432549607825,11.580015124090147,100.67528101468122
2.235230335521331,12.322630208133452,100.72130133799251
2.1632650837013574,12.090645206429,101.14820165173656
2.380331637322899,13.14500614999593,101.234446684015
2.200401463163346,12.326364215977847,101.71484065240365
2.5405839922436355,14.046227714292213,101.77630453992114
2.1275365283075214,11.862640948070823,101.85644054866349
2.062346841719151,11.475906035685112,101.958639399392
2.009605383180525,11.494110333912662,102.00075246831832
2.0221960812143847,11.551456747441783,102.00075246831832
2.036186451320437,11.61528495397054,102.00075246831832
2.0516639742116194,11.685817230241662,102.00075246831832
2.0685764714991217,11.765050800927039,102.00075246831832
2.087612852535373,11.854269354140904,102.00075246831832
2.1080763614726092,11.947900105617036,102.00075246831832
2.130013887009356,12.046950713780026,102.00075246831832
2.1533376115680207,12.150780761283904,102.00075246831832
2.178497920054516,12.264052698682498,102.00075246831832
2.205496134099003,12.382486237904937,102.10071738567947
2.2703413467953473,12.513657156192698,102.27839265060152
2.134239548030706,11.74590181522979,102.3678360062375
2.419295879118176,13.35099205760306,102.59804892461469
