n_B_over_n0,T_MeV,R_star_fm
6.547492103600758,50.0,1.11787885
6.587289955780164,50.0,1.10915652
6.62708780795957,50.0,1.10036819
6.666891977258371,50.0,1.09153443
6.706689829437776,50.0,1.0826392
6.746487681617182,50.0,1.07368854
6.786285533796589,50.0,1.06471406
6.826089703095389,50.0,1.05567364
6.865887555274795,50.0,1.04661491
6.905685407454201,50.0,1.03751113
6.9454832596336065,50.0,1.02836646
6.985287428932407,50.0,1.01919844
7.025085281111814,50.0,1.00999357
7.064883133291219,50.0,1.00078539
7.104680985470625,50.0,0.99153437
7.1444788376500314,50.0,0.982284421
7.1842830069488315,50.0,0.972998111
7.224080859128238,50.0,0.963718648
7.263878711307644,50.0,0.954422093
7.30367656348705,50.0,0.945111746
7.34348073278585,50.0,0.935817337
7.3832785849652565,50.0,0.926515532
7.423076437144663,50.0,0.917208003
7.462874289324068,50.0,0.907912206
7.502678458622867,50.0,0.898629776
7.542476310802275,50.0,0.889351279
7.5822741629816806,50.0,0.880092767
7.622072015161087,50.0,0.870843286
7.661869867340493,50.0,0.861618018
7.701674036639292,50.0,0.852420864
7.741471888818699,50.0,0.843240519
7.7812697409981055,50.0,0.834092777
7.821067593177512,50.0,0.824978878
7.860871762476311,50.0,0.81589087
7.900669614655716,50.0,0.806841845
7.940467466835124,50.0,0.797823341
7.98026531901453,50.0,0.788847744
8.020069488313329,50.0,0.779907947
8.059867340492735,50.0,0.771015598
8.099665192672141,50.0,0.762172116
8.13946304485155,50.0,0.753371019
8.179267214150348,50.0,0.744622857
8.219065066329753,50.0,0.73592002
8.258862918509159,50.0,0.727274545
8.298660770688565,50.0,0.718678152
8.338458622867973,50.0,0.710141483
8.378262792166772,50.0,0.701657478
8.418060644346179,50.0,0.693237295
8.457858496525585,50.0,0.684872501
8.49765634870499,50.0,0.676573233
8.53746051800379,50.0,0.668332863
8.577258370183197,50.0,0.660161372
8.617056222362603,50.0,0.652050466
8.656854074542009,50.0,0.644010466
8.696658243840808,50.0,0.63603418
8.736456096020214,50.0,0.628129897
8.77625394819962,50.0,0.620291599
8.816051800379027,50.0,0.612520354
8.855855969677828,50.0,0.604816695
8.895653821857234,50.0,0.597188857
8.93545167403664,50.0,0.589637491
8.975249526216045,50.0,0.582149196
9.015047378395451,50.0,0.574738434
9.054851547694252,50.0,0.567399277
9.094649399873658,50.0,0.560138675
9.134447252053064,50.0,0.55294427
9.17424510423247,50.0,0.545829537
9.21404927353127,50.0,0.538788042
9.253847125710676,50.0,0.531820798
9.293644977890082,50.0,0.524927721
9.333442830069488,50.0,0.518115163
9.373246999368288,50.0,0.511371846
9.413044851547696,50.0,0.504704059
9.452842703727102,50.0,0.498116955
9.492640555906506,50.0,0.491600075
9.532438408085913,50.0,0.485159284
9.572242577384712,50.0,0.478794501
9.61204042956412,50.0,0.472505877
9.651838281743526,50.0,0.466293157
9.691636133922932,50.0,0.460152242
9.731440303221731,50.0,0.454087567
9.771238155401138,50.0,0.448099457
9.811036007580544,50.0,0.442183432
9.85083385975995,50.0,0.436343953
9.89063802905875,50.0,0.430576656
9.930435881238155,50.0,0.424882118
9.970233733417562,50.0,0.41926056
10.010031585596968,50.0,0.413716308
10.049835754895767,50.0,0.40824134
10.089633607075173,50.0,0.402840571
10.12943145925458,50.0,0.397510526
10.169229311433986,50.0,0.392256041
10.209027163613394,50.0,0.3870705
10.248831332912193,50.0,0.381959092
10.288629185091597,50.0,0.376920502
10.328427037271004,50.0,0.371957485
10.36822488945041,50.0,0.36706706
10.40802905874921,50.0,0.3622524
10.447826910928617,50.0,0.357514297
10.487624763108023,50.0,0.352863543
10.52742261528743,50.0,0.348308991
10.567226784586229,50.0,0.339222255
10.607024636765635,50.0,0.334694828
10.646822488945041,50.0,0.330240842
10.686620341124447,50.0,0.323064134
10.726424510423248,50.0,0.318672677
10.766222362602655,50.0,0.314341764
10.806020214782059,50.0,0.310070872
10.845818066961465,50.0,0.305859395
10.885615919140871,50.0,0.301706509
10.925420088439672,50.0,0.297609339
10.965217940619079,50.0,0.293572342
11.005015792798485,50.0,0.28958897
11.044813644977891,50.0,0.285662635
11.08461781427669,50.0,0.281791839
11.124415666456096,50.0,0.277975827
11.164213518635503,50.0,0.274212443
11.204011370814909,50.0,0.270502522
11.243815540113708,50.0,0.266846064
11.283613392293114,50.0,0.263239554
11.32341124447252,50.0,0.259685172
11.363209096651927,50.0,0.256181492
11.403006948831333,50.0,0.252729162
11.442811118130132,50.0,0.249322923
11.482608970309538,50.0,0.24596737
11.522406822488946,50.0,0.242659197
11.562204674668353,50.0,0.239399025
11.602008843967152,50.0,0.236184944
11.641806696146556,50.0,0.233015814
11.681604548325963,50.0,0.229893296
11.72140240050537,50.0,0.226816154
11.76120656980417,50.0,0.223781494
11.801004421983576,50.0,0.220790989
11.840802274162982,50.0,0.217844476
11.880600126342388,50.0,0.214940228
11.920404295641188,50.0,0.212076728
11.960202147820594,50.0,0.209254313
12.0,50.0,0.206473865
