T_MeV,phase,nBH_over_n0,R_star_fm,W_over_T,log10_tau_s
40.0,cfl,6.706689829437776,1.80957674,34.1315155,-60.07838855263806
40.0,cfl,6.746487681617182,1.79478024,33.5776625,-60.30336139496638
40.0,cfl,6.786285533796589,1.7799335,33.026468,-60.527096887736256
40.0,cfl,6.826089703095389,1.76506547,32.479035499999995,-60.74913590009697
40.0,cfl,6.865887555274795,1.75017445,31.935322000000003,-60.969502112398025
40.0,cfl,6.905685407454201,1.73524509,31.394796250000002,-61.188410535982946
40.0,cfl,6.9454832596336065,1.72029934,30.858275,-61.405529749910535
40.0,cfl,6.985287428932407,1.70534245,30.32595875,-61.62077500736722
40.0,cfl,7.025085281111814,1.69037523,29.79788575,-61.834132503398706
40.0,cfl,7.064883133291219,1.67540122,29.2741885,-62.04554604207881
40.0,cfl,7.104680985470625,1.66040324,28.75428075,-62.255257449677465
40.0,cfl,7.1444788376500314,1.64542369,28.239632,-62.46266838759014
40.0,cfl,7.1842830069488315,1.63042824,27.729064,-62.66825507604744
40.0,cfl,7.224080859128238,1.61545687,27.22393125,-62.871468042922615
40.0,cfl,7.263878711307644,1.60047475,26.723055,-63.07278603834087
40.0,cfl,7.30367656348705,1.58550412,26.227177,-63.271908276447206
40.0,cfl,7.34348073278585,1.57056614,25.736977000000003,-63.46855860634462
40.0,cfl,7.3832785849652565,1.55562675,25.251324750000002,-63.66319277149018
40.0,cfl,7.423076437144663,1.54070902,24.770960275,-63.85551157012948
40.0,cfl,7.462874289324068,1.52583296,24.2964979,-64.04526541075386
40.0,cfl,7.502678458622867,1.5109832,23.827417975,-64.23266790550876
40.0,cfl,7.542476310802275,1.49614547,23.363252499999998,-64.41790448911755
40.0,cfl,7.5822741629816806,1.48135799,22.9051683,-64.6005029823431
40.0,cfl,7.622072015161087,1.46660511,22.45264255,-64.78067690972604
40.0,cfl,7.661869867340493,1.4518915,22.005785275,-64.95838066437864
40.0,cfl,7.701674036639292,1.43723664,21.565144325,-65.13339390000888
40.0,cfl,7.741471888818699,1.42260776,21.12969695,-65.30612839093203
40.0,cfl,7.7812697409981055,1.40804385,20.700562525000002,-65.47613384044071
40.0,cfl,7.821067593177512,1.39352835,20.2772035,-65.64362648099419
40.0,cfl,7.860871762476311,1.37906653,19.859728175,-65.80856383675992
40.0,cfl,7.900669614655716,1.36465983,19.4481307,-65.97094759362744
40.0,cfl,7.940467466835124,1.35032547,19.042846474999997,-66.13060440903888
40.0,cfl,7.98026531901453,1.33605277,18.6435151,-66.28767821852705
40.0,cfl,8.020069488313329,1.32184199,18.25009025,-66.44219104302228
40.0,cfl,8.059867340492735,1.30769677,17.862617725,-66.59412295337148
40.0,cfl,8.099665192672141,1.29362012,17.4811221,-66.74346517476329
40.0,cfl,8.13946304485155,1.27962745,17.1059548,-66.89007925793439
40.0,cfl,8.179267214150348,1.26570736,16.7367438,-67.03411439575692
40.0,cfl,8.219065066329753,1.25186243,16.373494725,-67.1755703066396
40.0,cfl,8.258862918509159,1.2380936,16.016168175,-67.31446220919399
40.0,cfl,8.298660770688565,1.22441777,15.665131575,-67.45064808306037
40.0,cfl,8.338458622867973,1.2108232,15.320010300000002,-67.58427735907134
40.0,cfl,8.378262792166772,1.19731138,14.980774450000002,-67.71536280990208
40.0,cfl,8.418060644346179,1.18388434,14.647405424999999,-67.84391415538597
40.0,cfl,8.457858496525585,1.17055719,14.320202225,-67.96981628686292
40.0,cfl,8.49765634870499,1.15731848,13.99880715,-68.09321032772786
40.0,cfl,8.53746051800379,1.14416975,13.68318505,-68.2141149982456
40.0,cfl,8.577258370183197,1.13111254,13.373299424999999,-68.33254506430342
40.0,cfl,8.617056222362603,1.11814857,13.069117575000002,-68.44851586367487
40.0,cfl,8.656854074542009,1.10529203,12.770891675,-68.56193258280757
40.0,cfl,8.696658243840808,1.09253166,12.478281025,-68.6729299910333
40.0,cfl,8.736456096020214,1.07985698,12.1909734,-68.78163314353894
40.0,cfl,8.77625394819962,1.06730454,11.909716375,-68.88775416035875
40.0,cfl,8.816051800379027,1.05484103,11.633681825,-68.9916175367146
40.0,cfl,8.855855969677828,1.04247887,11.363072325000001,-69.09314846578364
40.0,cfl,8.895653821857234,1.03022986,11.0980639,-69.19228253148603
40.0,cfl,8.93545167403664,1.01808478,10.838375375,-69.28913200529284
40.0,cfl,8.975249526216045,1.00603346,10.58371545,-69.38381105430017
40.0,cfl,9.015047378395451,0.99409809,10.33447465,-69.4761743791804
40.0,cfl,9.054851547694252,0.982269165,10.0903729,-69.56633446526031
40.0,cfl,9.094649399873658,0.970547137,9.8513415,-69.65432059059182
40.0,cfl,9.134447252053064,0.958933545,9.61733385,-69.74015419828581
40.0,cfl,9.17424510423247,0.947437672,9.3884558,-69.82380126925406
40.0,cfl,9.21404927353127,0.936042068,9.16428255,-69.90542632637859
40.0,cfl,9.253847125710676,0.924755833,8.9449192,-69.98499333199952
40.0,cfl,9.293644977890082,0.913580538,8.7303193,-70.06252539816681
40.0,cfl,9.333442830069488,0.902516442,8.520411075,-70.13805361584133
40.0,cfl,9.373246999368288,0.891554948,8.314958149999999,-70.21167236394204
40.0,cfl,9.413044851547696,0.880714432,8.114228975,-70.28328618583707
40.0,cfl,9.452842703727102,0.869986264,7.917985400000001,-70.35299011994042
40.0,cfl,9.492640555906506,0.859362708,7.72601375,-70.42086639752247
40.0,cfl,9.532438408085913,0.848852267,7.5383960000000005,-70.48689287931583
40.0,cfl,9.572242577384712,0.838455194,7.355062775,-70.55110092858159
40.0,cfl,9.61204042956412,0.828164587,7.175821449999999,-70.61356425520516
40.0,cfl,9.651838281743526,0.817995599,7.000863075,-70.67422370886383
